text,label,fastdetectgpt_score,binoculars_score,editlens_roberta-large_score,editlens_roberta-large_bucket,editlens_Llama-3.2-3B_score,editlens_Llama-3.2-3B_bucket,pangram_v3.2_score
"First, the most common purpose for us to study is to find a good job and there are much more opportunities in big cities than the small town. If I study in the big cities, I can do a part time job and seize the chance to work there after I graduate from university. In addition, a big city means more museums and theaters, which is attractive to me. I was taken to theater with my grandpa when I was four years old and since then I fell in love with operas and history.",0,0.5302734375,0.949438214302063,0.0806147729357083,0,0.0249866476903359,0,0.0041163223130362
"I would take them to a science museum, because I want my students to learn something from this experience and a science museum is the most motivating place to do that. Students are able to do a lot of cool things there like seeing the fossil that they've learnt about in class and what not, which is something they normally can't do.",0,0.97607421875,0.915343940258026,0.0175447464765359,0,0.0331487349855403,0,0.0046849080494471
"For one thing it is what I've always wanted to do since I was a little kid and I've spend each hour of mine getting prepared to be one. I've learned to communicate with my team members and find out what they are best at, I've learn to cherish my mistakes and try to do better in the next time. I think I really like it. And plus, I am a sociable person, I've found myself quite good at dealing with all kinds of relationships, which clearly is a good quality for being a leader.",0,1.3330078125,0.9015544056892396,0.0189645292703062,0,0.0186831483151763,0,0.0045968081269945
"I think it's better for students to have young teachers even if they're a little bit inexperienced. First of all, young teachers can relate more to their students.  They simply have a lot more in common with them in terms of personal interests and pop culture awareness.  As a result, it's easier for them to connect the classroom material to the real lives of the students.  This can encourage kids to stay motivated and keep on task for their whole school day. Secondly, younger teachers have a lot more energy.  Class sizes are huge now.  In fact, they're probably bigger than ever before.  This can create trouble for older teachers who might run out of energy and not be able to finish their lessons if they have a huge group of students.",0,0.90966796875,0.9303797483444214,0.2950556054711342,0,0.2939554850260417,0,0.0047024658748081
"I believe that being open-minded is what it takes to makes a good teacher. Many of us were brought up with a set of believes and values, so sometimes it's hard to accept new things. But teachers with an open mind will offer you the chance to change how you view the world, and they will introduce countless of possibilities into your life. And also there's an honesty that comes with an open mind, you admit that there are still tons of things to be discovered, and that attitude will help you explore more about the world.",0,0.045989990234375,1.0,0.0158554041602959,0,0.0834266071518262,0,0.0047749195780072
"I think the government has responsibility to help to build the museums and theaters. First, there is no doubt that these places can reflect the unique culture of the city and help tourists learn about the city quickly. Therefore, more tourists will be attracted to the city. Second, this measure is the protection of the culture and it can encourage people to learn about the culture. I was taken to theater when I was 4 years old with my grandpa. Since then, I became a fans of Beijing Opera and it is also a valuable memory between me and my grandpa.",0,0.313232421875,0.9670329689979552,0.0354746819163362,0,0.0613641291856765,0,0.004410445690155
"If I only have a small amount of money left, I will spend it for two main reasons. First of all, I will spend my money on taking a class because my knowledge and skill can help me earn a lot of money. Therefore, the money that I spend on a class is a very good investment in myself. In addition, I will spend my money because I want to take good care of myself and make sure that I don’t get sick. With only a small amount of money left, I know that I won’t have the money to pay for medical bills if I get really sick and have to go to the hospital. Therefore, by taking care of myself first, I can reduce my chances of getting sick later on. For these reasons, I will spend money now.",0,1.9765625,0.8410852551460266,0.2972556327780087,1,0.5368230839570364,1,0.0048537126609257
"I prefer to work at office for two reasons. First, it will be more efficient for me to work at office. Last week, I had a bad cough and I had to work at home. I found I couldn't concentrate on work because the environment was so comfortable that all I wanted to do was sleeping. Second, it will be helpful to work at office because I can discuss some problems with my colleagues directly. There is no doubt that in this way can I figure out the problem and finish the work more quickly.",0,2.767578125,0.7771428823471069,0.13511190811793,0,0.0892928720762332,0,0.0040056577750614
"The answer would be TV. I grew up in a very small town, and my family wasn't exactly rich, so we didn't have much chance to travel around. And thus, the only connection between me and the outside world is the TV. By watching TV, I learned about the big cities full of skyscrapers, about the splendid history of my country and about the exotic culture from all over the world. Now traveling has become an important part of my life, and I know it's all because of that little screen from my childhood.",0,1.5166015625,0.8742514848709106,0.2062086872756481,0,0.0832295967265963,0,0.0045625822884695
"I believe being open-minded is what it takes to make a good friend. Most of us are brought up with a set of believes and values, so sometimes it can be tough to accept new things. But a friend with an open mind will introduce countless possibilities into your life and he or she can offer you the chance to change how you view the world. And also, there's an honesty that comes with an open mind, being open-minded means admitting that you do not know everything. It's always comfortable to be around friends like that, and they will help you explore more about the world.",0,1.5947265625,0.8809523582458496,0.03481849298502,0,0.2659906720121701,0,0.0049695244857243
"I love to stop and look around when travelling. What I love about travelling is not some certain place I previously planned to visit, it is the travelling itself, and the surprises it gives me that I truly enjoy. Before setting off, the only things you know about your destination are from other people's experiences, they may not suit you very well. All places are different from time to time, let alone the fact that people have different preference. I always love to meet local people or other tourists, ask them for advice and adjust my route. Sometimes I even don't get to the place where I planned to visit.",0,-0.09796142578125,1.0,0.02170166784587,0,0.0184688397372762,0,0.0039725814546857
"There's no doubt that my favorite type of movie is drama. I've always loved movies since I was a little kid, but unlike most of the kids, I've never found action movies attractive. Exciting as they are, they are usually empty in the inside. It's likely that you'll remember nothing about them after a month. While I like to seek the wisdom in those dramas, to find out what the movies really want to say behind the scene. I grow so emotional attached to the people in the stories. I began to share their joy and sorrow. And I've learned so much from them.",0,0.7841796875,0.9462365508079528,0.0550783546641469,0,0.0229369809385389,0,0.0044296213558741
"I'm afraid that I disagree. It's not like that I don't like a relaxing life style, it's just that there are so many goals to fulfill in my life. There are tons of books I plan to read, I want to buy a fancy RV for my parents, I want to travel around the world, to learn several new languages, but none of them will happen unless financial issues are no longer a problem for me. So I have to study and work hard to earn enough money for those things. I just can't afford a relaxing life.",0,0.78369140625,0.9352940917015076,0.0271634059026837,0,0.0536208484942714,0,0.0065292971474783
"My goal is to become an engineer someday. Being an engineer is something I've always been looking forward to since I was a little kid. It will allow me to bring out my creativity in my daily work, that's just like dreams coming true. And I'd like it if I can build something that would last much longer even after I am gone, and seeing people benefit from my design will definitely give me great satisfaction. So going to engineering school really is a brand new start of my life. That's why it's so important to me.",0,0.1048583984375,0.9868420958518982,0.0608479262640078,0,0.0326462939071158,0,0.0071623921394348
"I definitely think that it is TV that influences me most among the three. First, from the news broadcasting in the television, we can know what is happening in the outside world even without stepping out our living room with television in it. I just want to keep myself informed of what's going on in the world. And second, watching television with family members after supper is a good way to relax after a hard day's work. What's more, its visual effect makes me feel less stressed and has a great influence on the way I think and talk. So that's why I think it influences me most.",0,0.74462890625,0.9537572264671326,0.2111306724448999,0,0.0139720058456684,0,0.0044498528753008
"My favorite room in my house is my study room. There are various books in my study room, such as fashion magazines, inspirational books and so on. Also there is a computer in my study room. The reasons why it is my favorite room is because in my spare time I usually like to surf the internet to pay close attention to new fashion trade or find some valuable books to recharge myself. These books can make me healthier and energetic.",0,-1.6259765625,1.1410256624221802,0.0174430479916433,0,0.0130941843769202,0,0.004519692489079
"If I had to choose between team sports and exercising alone, I’d definitely play a team sport, like volleyball, my favorite. It’s more enjoyable to spend time with people. There are a couple of reasons I say that. When you’re, uh, with people, you can share the experience, for one. I mean, you can talk, or maybe joke, like, if you’re playing volleyball, say, and you make a mistake—you drop the ball, for instance—your friends can reassure you. But besides that, friends can help motivate you. When you’re exercising alone, on the other hand, you need to motivate yourself. So, my main point is that exercising with people makes the time spent more fun.",0,0.119384765625,0.9935897588729858,0.5814505517482758,1,0.5630269447962443,1,0.0657685143607003
"I prefer studying in traditional classroom. We know that for many situations, studying is about cooperation and communication, which can be seriously affected if you are studying alone at home. And when you have problems, it's obviously more efficient to discuss with other people, they may provide another respect of thinking. Studies also show that people are likely to lose focus when working alone. And besides, studying in classroom can help make friends, which can make you love more about your work. People are social animals, spending too much time alone is not healthy for our minds.",0,0.125732421875,0.9900000095367432,0.0248440495536973,0,0.035131996187071,0,0.0044390176023755
"To me, I prefer eating at restaurants over eating at food stands for two main reasons (or I prefer to eat at restaurants for two main reasons). The first reason is I grew up dinning in restaurants, so I am accustomed to eating in them. Actually, I cannot remember the last time I ate at a food stand. Plus, eating in a nice building is much more comfortable compared to eating outside. The second reason is there is a better food selection. I can have more choices and my food is cooked better, because they have a proper cooking system. Therefore, these reasons are why I prefer to eat at a restaurant rather than a food stand.",0,0.73974609375,0.946666657924652,0.0919012629116575,0,0.1374218271424373,0,0.004567231450762
"In my opinion a good friend should have the following qualities: supportive and caring. It is a well known saying that a friend in need is a friend indeed. Therefore, a friend should stand by you in the hour of any sort of need. They can be my friends in sunshine and in shade. They can make me feel a definite sense of trust. Then he/she should be very caring. When I am suffering hard times, or confronting difficulties, he/she can give me a hand and help me overcome the troubles. Also, I'd love to spend more time with someone who can make me laugh and is fun to be around.",0,0.324951171875,0.9696969985961914,0.0206042924740662,0,0.0355862566890815,0,0.0057745746203831
"Studying in big cities definitely works with me. I went to college in Beijing, which is one of the biggest cities of China. To be honest I didn't care for this city in the beginning, but its charm grows on me. We know that going to college is not all about gaining knowledge from textbooks, getting prepared for entering the society and meeting people are also important. Beijing is an excellent city for these things. It's full of opportunities and passionate people. Plus, most of the best universities are in big cities, so studying here is good for your academic life as well.",0,0.97216796875,0.931034505367279,0.1952832912405332,0,0.0704772925625244,0,0.0047513289111001
"I believe the most important decision I've ever made would be going to engineering school. Being an engineer is something I've always been looking forward to since I was a little kid. It will allow me to bring out my creativity in my daily work, it will make the work a lot more fun. And I'd like it if I can build something that would last much longer even after I am gone, and seeing people benefit from my design will definitely give me great satisfaction. So going to engineering school really is a brand new start of my life. That's why it's so important to me.",0,0.80126953125,0.9342105388641356,0.0472579877823591,0,0.0226522242495169,0,0.0046792243208204
"I agree with the idea of giving children homework on a daily basis.  I feel this way for two reasons. First of all, I think that it will help children to retain what they learn for a much longer period of time.  The only real way for kids to absorb a lesson is to actually go home and repeat it as much as they possibly can.  And in the long run this kind of thing will lead to a lot more academic success. Secondly, I believe that homework can actually give children an opportunity to bond with their parents.  For example, I got a lot of daily homework when I was in elementary school. And I'd go home and do it with my mom and dad, and I'd ask them questions whenever I was having trouble. And in time we actually became really close.",0,1.8134765625,0.8805031180381775,0.0921114332353075,0,0.0448258210284014,0,0.0047324895858764
"There's no doubt that I will choose to be an engineer. Being an engineer is something I've always been looking forward to since I was a little kid. It will allow me to bring out my creativity in my daily work, that's just like dreams coming true. And I'd like it if I can build something that would last much longer even after I am gone, and seeing people benefit from my design will definitely give me great satisfaction. So going to engineering school really is a brand new start of my life. That's why it's so important to me.",0,1.12890625,0.9146341681480408,0.0284194412330786,0,0.0467525844772656,0,0.0084558469908578
"The one that I personally admire the most is a character named Alan Shore in a TV series called Boston Legal. Maybe you have heard about it. This character has changed my definition of what a perfect man is and what characteristics one should hopefully possess. He is decent, a man of his word, one of the very few that I regard as having a strong sense of justice. Yet he is not bound up by the rules and knows when to break them to achieve the ultimate good. And he is interesting and eloquent, all the things that I desire to have. ",0,1.2021484375,0.9123711585998536,0.0133074209637319,0,0.0208916032764439,0,0.0078986755439213
"If I am choosing among computer science, business, and photography classes, I will choose computer science for two main reasons. First of all, I prefer computer science because programming is a skill that is applicable to all industries. For example, even if I want to work in the fashion industry one day, I can still use my programming skills to help my company build a beautiful website, write a useful app for its customers, and so on. I addition, I prefer computer science because computer science classes can teach me how to solve problems. For instance, I can learn how to analyze problems and solve them systematically through logic. This problem-solving ability helps me become a smarter candidate, so I have a higher chance of finding a job. Therefore, I prefer computer science.",0,1.3447265625,0.9036144614219666,0.3019820700089137,1,0.3256164689858754,1,0.0040305384567805
"Well, I think there are several ways to keep myself healthy. As for physical health, I'll do some exercise regularly. For example, I'll work out in a gym or play ball games with my friends, such as basketball or volleyball and I will try to keep a healthy diet which means to avoid eating fast food that are high in oil, sugar and salt. And I will try to eat more fresh fruits and vegetables. And as for my mental health, I think I will try to listen to some light music before going to bed. It will help improve the quality of sleep. And when I run into some bad things I'll complain to my close friends or parents rather than keep all the pressure to myself.",0,1.4462890625,0.8944099545478821,0.0238433529933293,0,0.0207966397671649,0,0.003941923379898
"On my journey to Paris, I got the chance to see one of the finest work of DaVinci's, Mona Lisa, which I love very much. Mona Lisa's reputation rests on the mysterious half smile. We know that many paintings are to capture the motion, so when we are watching the lady, we can see a full smile blooming in front of our eyes. But sometimes we can get very confused too. We don't know if her face is beaming in the next moment or will it lose all traces of smile. It certainly builds a complicated connection between us and Mona Lisa.",0,-0.1273193359375,1.0104166269302368,0.0297223820040623,0,0.0245085875115667,0,0.0044002618108476
